experiment,model,n_cycles,MAE_mean,SMAPE_mean,R2_mean,num_seeds
matr_to_matr,elastic_net,100,265.63974741715435,37.34228334453219,-0.36960911949964176,5
matr_to_matr,xgboost,100,221.66185353597,30.592171507101675,0.08727053886861451,5
hust_to_hust,elastic_net,100,194.11461838591316,13.578625506794841,0.3259918492939618,5
hust_to_hust,xgboost,100,162.0502176920573,11.31635440808638,0.38430825084885845,5
matr_to_hust,elastic_net,100,1034.0282350743055,110.8995568729789,-16.500414985226957,5
matr_to_hust,xgboost,100,909.3178904215495,87.86920817528241,-10.476125042136987,5
