experiment,n_cycles,adapter,k_target,MAE_mean,MAE_std,SMAPE_mean,SMAPE_std,R2_mean,R2_std,residual_shift_mean,residual_shift_std,n_runs,n_source_train_mean,n_target_total_mean,n_target_eval_mean
hust_to_matr,100,none,0,491.742309239114,106.1483937797928,54.34622253015897,6.878783623984197,-1.5138417400421653,0.7806252111623555,0.0,0.0,5,53.0,129.0,129.0
hust_to_matr,100,residual_mean,20,308.7382951774947,27.834378779923917,39.63856051085935,3.586788688588476,-0.19783359784264196,0.16922675460810757,-344.7015347442627,261.7898754074195,100,53.0,129.0,109.0
matr_to_hust,100,none,0,811.5237102558087,95.7279243197546,74.76855096807299,11.068496998891462,-9.412145641132021,1.900344406593636,0.0,0.0,5,89.0,77.0,77.0
matr_to_hust,100,residual_mean,20,305.61329419587787,35.012615292917886,20.61023321126088,2.267484377647093,-0.8667375598575981,0.530768778746335,803.1762710571289,114.30724797941913,100,89.0,77.0,57.0
